,id,title,director,actor,overview,popularity,vote_average,vote_count,runtime,genres_list,key,country,year
2563,17880,Because of Winn-Dixie,Wayne Wang,"Jeff Daniels,AnnaSophia Robb,Cicely Tyson,Eva Marie Saint,Dave Matthews,Courtney Jines,Elle Fanning,Luke Benward,Nick Price,B.J. Hopper,Marca Price,Lenore Banks,John McConnell,Harland Williams,William Arthur Pitts","A girl, abandoned by her mother when she was three, moves to a small town in Florida with her father. There, she adopts an orphaned dog she names Winn-Dixie. The bond between the girl and her special companion brings together the people in a small Florida town and heals her own troubled relationship with her father.",3.334804,6.1,61,106.0,"Comedy,Drama,Family",,United States of America,89.0
2564,14736,Love & Basketball,Gina Prince-Bythewood,"Chris Warren, Jr.,Kyla Pratt,Sanaa Lathan,Omar Epps,Alfre Woodard,Regina Hall,Glenndon Chatman,Jess Willard,Naykia Harris,Harry Lennix,Debbi Morgan,Dennis Haysbert,Al Foster,Colleen Matsuhara,Gabrielle Union,Tyra Banks,Christine Dunford,Boris Kodjoe,Erika Ringor,Monica Calhoun","A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",2.027393,7.4,88,124.0,"Action,Comedy,Drama,Romance","lovers,affection,sport,basketball,high school sports,relationship,woman director",United States of America,84.0
2565,9434,Grosse Pointe Blank,George Armitage,"John Cusack,Minnie Driver,Dan Aykroyd,Joan Cusack,Alan Arkin,Hank Azaria,Jeremy Piven,Mitchell Ryan,David Barrett,Michael Cudlitz,Steve Pink,K. Todd Freeman,Doug Dearth,Ann Cusack,Barbara Harris,Jenna Elfman,Belita Moreno,Bill Cusack","Martin Blank is a freelance hitman who starts to develop a conscience, which causes him to muff a couple of routine assignments. On the advice of his secretary and his psychiatrist, he attends his 10th year High School reunion in Grosse Pointe, Michigan.",13.817269,6.9,275,107.0,"Action,Comedy,Thriller,Romance","mission of murder,school party,high school reunion",United States of America,81.0
2566,23706,All About Steve,Phil Traill,"Sandra Bullock,Thomas Haden Church,Bradley Cooper,Ken Jeong,DJ Qualls,Howard Hesseman,Keith David,Beth Grant,Katy Mixon,M.C. Gainey,Holmes Osborne,Delaney Hamilton,Jason Jones,Carlos Gómez,George Sharperson,Luenell,Jackie Johnson,Lucy Davis","After one short date, a brilliant crossword constructor decides that a CNN cameraman is her true love. Because the cameraman's job takes him hither and yon, she crisscrosses the country, turning up at media events as she tries to convince him they are perfect for each other.",13.237835,4.7,295,99.0,Comedy,"blind date,eccentric,aftercreditsstinger,crossword puzzle,mine shaft",United States of America,93.0
2567,11531,Book of Shadows: Blair Witch 2,Joe Berlinger,"Kim Director,Jeffrey Donovan,Erica Leerhsen,Tristine Skyler,Stephen Barker Turner","Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened.",3.890223,4.3,212,90.0,"Mystery,Thriller,Horror","witch,video,forest,horror,vision",United States of America,84.0
2568,9100,The Craft,Andrew Fleming,"Robin Tunney,Fairuza Balk,Neve Campbell,Rachel True,Skeet Ulrich,Christine Taylor,Breckin Meyer,Nathaniel Marston,Cliff DeYoung,Assumpta Serna,Helen Shaver,Jeanine Jackson,Brenda Strong,Endre Hules,Rod Britt","A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",19.517239,6.3,380,101.0,"Drama,Fantasy,Horror,Thriller","witch,suicide attempt,puberty,magic,black magic,sorcery,female friendship,teenager,hair loss,outsider,occult ritual,karma,newcomer,love spell",United States of America,80.0
2569,116,Match Point,Woody Allen,"Jonathan Rhys Meyers,Scarlett Johansson,Emily Mortimer,Brian Cox,Penelope Wilton,James Nesbitt,Ewen Bremner,Miranda Raison,Margaret Tyzack,Rupert Penry-Jones,Toby Kebbell,Alexander Armstrong,Matthew Goode,Paul Kaye,Mark Gatiss,Simon Kunz,Geoffrey Streatfeild,John Fortune,Anthony O'Donnell,Rose Keegan,Zoe Telford,Scott Handy,Selina Cadell,Georgina Chapman,Colin Salmon,Steve Pemberton,Janis Kelly,Alan Oke,Emily Gilchrist,Eddie Marsan","Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.",30.669913,7.3,1105,124.0,"Drama,Thriller,Crime,Romance","love triangle,london england,upper class,adultery,tennis,river thames,love,wealth,lust,instructor,gold digger,social climbing,actress","Ireland,Luxembourg,Russia,United Kingdom,United States of America",89.0
2570,38843,Ramona and Beezus,Elizabeth Allen Rosenbaum,"Joey King,Selena Gomez,John Corbett,Bridget Moynahan,Ginnifer Goodwin,Josh Duhamel,Sandra Oh,Hutch Dano,Sierra McCormick,Jason Spevack,Kathryn Zenna,Janet Wright,Ruby Curtis,Patti Allan,Garnet Harding","Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",9.681147,6.1,245,103.0,"Comedy,Family","sister sister relationship,mother daughter relationship,aunt niece relationship,father daughter relationship,duringcreditsstinger,woman director",United States of America,94.0
2571,1245,The Remains of the Day,James Ivory,"Anthony Hopkins,Emma Thompson,James Fox,Christopher Reeve,Hugh Grant,Peter Vaughan,Ben Chaplin,Paula Jacobs,Patrick Godfrey,Michael Lonsdale,Rupert Vansittart,Tim Pigott-Smith,Lena Headey,Paul Copley,Peter Cellier,Brigitte Kahn,John Savident,Pip Torrens,Peter Eyre,Wolf Kahler,Abigail Hopkins,John Haycraft,Caroline Hunt,Steve Dibben,Terence Bayler,Peter Halliday,Jeffry Wickham,Tony Aitken,Christopher Brown,Ian Redford,Jo Kendall,Steven Beard,Miles Richardson",A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,15.355589,7.5,202,134.0,"Drama,Romance","newspaper,butler,country house,loyalty,flower,nazis,jewish,britain,housekeeper,employer","United Kingdom,United States of America",77.0
2572,4995,Boogie Nights,Paul Thomas Anderson,"Mark Wahlberg,Burt Reynolds,John C. Reilly,Julianne Moore,Thomas Jane,Heather Graham,Philip Seymour Hoffman,William H. Macy,Don Cheadle,Luis Guzmán,Alfred Molina,Robert Ridgely,Philip Baker Hall,Robert Downey Sr.,Nicole Ari Parker,Ricky Jay,Rico Bueno,Veronica Hart,Samson Barkhordarian,Nina Hartley,Brad Braeden,Joanna Gleason,Lawrence Hudd,Michael Stein,Stanley DeSantis,Patricia Forte,Kai Lennox,Laurel Holloman,Jason Andrews,Lil' Cinderella,Greg Lauren,Tom Dorfmeister,Jason ""Jake"" Cross,Jack Wallace,Selwyn Emerson Miller,Jamielyn Lippman,Missy Spell Tanner,Raymond Laboriel,Melora Walters,Jon Brion,Brian Kehew,Robin Sharp,Audrey Wiechman,Tim Soronen,Michael Jace,Alexander D. Slanger,Tom Lenk,Lexi Leigh,Laura Gronewold,Vernon Guichard II,Tony Tedeschi,Leslie Redden,Gregory T. Daniel,Jonathan Quint,Michael Penn,Don Amendolia,Summer Cummings,Skye Blue,Jack Riley,John Doe,Channon Roe,Mike Gunther,Michael Raye Smith,Michael S. Stencil,Dustin Courtney,Allan Graf,Jose Chaidez,B. Philly Johnson,Joe G.M. Chan,Goliath,Israel Juarbe,George Anthony Rae,Eric Winzenried,Sharon Ferrol-Young,Anne Fletcher,Scott Fowler,Melanie A. Gage,Eddie Garcia,Sebastian La Cause,Lance MacDonald,Diane Mizota,Nathan Prevost,Lisa Ratzin,Dee Dee Weathers,Darrel W. Wright,Greg Bronson,Grace Bustos,Jorga Caye,Tyrone D. Dixon,Theo Mayes,Coleman McClary,Jami Philbrick,Misty Tamburelli,Sean Welch","Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",19.85579,7.5,796,155.0,Drama,"pornography,sex,porn actor,pornographic video,from rags to riches,drug,porn industry,gay lead character",United States of America,81.0
2573,10413,Nowhere to Run,Robert Harmon,"Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Ted Levine,Tiffany Taubman,Edward Blatchford,Anthony Starke,Joss Ackland,Allan Graf,Leonard Termo,Peter Malota",Escaped convict Sam Gillen single handedly takes on ruthless developers determined to evict Clydie - a widow with two young children. Nobody knows who Sam is.,11.689337,5.5,119,94.0,"Action,Adventure,Drama,Thriller","prisoner,fight,liberation,shelter",United States of America,77.0
2574,14012,Flicka,Michael Mayer,"Tim McGraw,Maria Bello,Armie Hammer,Alison Lohman,Ryan Kwanten,Danny Pino,Dallas Roberts,Kaylee DeFer","A headstrong 16 year old Katy McLaughlin desires to work on her family's mountainside horse ranch, although her father insists she finish boarding school. Katy finds a mustang in the hills near her ranch. Katy then sets her mind to tame a mustang and prove to her father she can run the ranch. But when tragedy happens, it will take all the love and strength the family can muster to restore hope.",3.043589,6.1,52,95.0,Drama,horse,"United Kingdom,United States of America",90.0
2575,9793,The Hills Have Eyes 2,Martin Weisz,"Michael Bailey Smith,Archie Kao,Jay Acovone,Jeff Kober,Philip Pavel,David Reynolds,Tyrell Kemlo,Lee Thompson Young,Daniella Alonso,Eric Edelstein,Jessica Stroup,Joseph Beddelem,Cécile Breccia,Jacob Vargas,Ben Crowley",A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.,17.141376,5.2,351,89.0,"Horror,Thriller","new mexico,mutant,assault,survival",United States of America,91.0
2576,12212,Urban Legends: Final Cut,John Ottman,"Jennifer Morrison,Matthew Davis,Loretta Devine,Hart Bochner,Anthony Anderson,Eva Mendes,Joey Lawrence,Anson Mount,Jessica Cauffiel,Michael Bacall,Marco Hofschneider,Derek Aasland,Jacinda Barrett,Peter Millard,Chas Lawther,Chuck Campbell,Yani Gellman,Jeannette Sousa,Rebecca Gayheart","The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country in 'Urban Legends: Final Cut', the suspenseful follow up to the smash hit 'Urban Legend'. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect. 'Urban Legends: Final Cut' is an edge-of-your-seat thriller that will keep you guessing until the shocking climax.",8.885017,4.4,100,97.0,Horror,"film making,high school,sequel,serial killer,slasher,aftercreditsstinger","Canada,United States of America",84.0
2577,13768,Tuck Everlasting,Jay Russell,"Alexis Bledel,William Hurt,Sissy Spacek,Jonathan Jackson,Scott Bairstow,Ben Kingsley,Amy Irving,Victor Garber","Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",4.115398,6.4,128,90.0,"Fantasy,Drama,Science Fiction,Romance,Family",,United States of America,86.0
2578,8975,The Marine,John Bonito,"John Cena,Kelly Carlson,Robert Patrick,Abigail Bianca,Anthony Ray Parker,Manu Bennett,Jeff Chase,Jerome Ehlers,Firass Dirani,Christopher Morris",A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,7.679336,5.0,163,92.0,"Action,Adventure,Drama,Thriller","gangster boss,wife,war,change,iraq war",United States of America,90.0
2579,342521,Keanu,Peter Atencio,"Jordan Peele,Keegan-Michael Key,Tiffany Haddish,Method Man,Darrell Britt-Gibson,Jason Mitchell,Jamar Malachi Neighbors,Luis Guzmán,Will Forte,Nia Long,Rob Huebel,Madison Wolfe,Jordyn A. Davis,James Yeargain,Brittany Seymour,Richard Holden,Nadiyah Skyy Taylor,Susan McBrien,Jenny Ballard,Ian Casselberry,Neil Wells,David A. Cole,Reginal Varice,Nicholas Hayner,Keanu Reeves,Sue-Lynn Ansari,Anna Faris,Gino Galento,Maia Kavchak",Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.,18.268009,6.0,421,94.0,"Action,Comedy","hitman,strip club,african american,gangster,car chase,kitten,buddy comedy,gun fight,stolen pet,designer drug",United States of America,100.0
2580,45272,Country Strong,Shana Feste,"Gwyneth Paltrow,Garrett Hedlund,Tim McGraw,Leighton Meester,Marshall Chapman,Lari White,Jeremy Childs","Soon after the rising young singer-songwriter Beau Williams gets involved with a fallen, emotionally unstable country star Kelly Canter, the pair embark on a career resurrection tour helmed by her husband/manager James and featuring a beauty queen-turned-singer Chiles Stanton. Between concerts, romantic entanglements and old demons threaten to derail them all.",7.809701,5.9,80,117.0,"Drama,Romance","suicide,alcohol,adultery,country music,bar,infidelity,texas,paparazzi,musician,musical,van,addiction,biker,love,singer,woman director",United States of America,94.0
2581,9424,Disturbing Behavior,David Nutter,"James Marsden,Katie Holmes,Nick Stahl,Steve Railsback,Bruce Greenwood,William Sadler,Katharine Isabelle,Derek Hamilton,Terry David Mulligan,Susan Hogan,Ethan Embry,Tobias Mehler,Tygh Runyan,Crystal Cass,Carly Pope","Steve Clark (James Marsden) is a newcomer in the town of Cradle Bay, and he quickly realizes that there's something odd about his high school classmates. The clique known as the ""Blue Ribbons"" are the eerie embodiment of academic excellence and clean living. But, like the rest of the town, they're a little too perfect. When Steve's rebellious friend Gavin (Nick Stahl) mysteriously joins their ranks, Steve searches for the truth with fellow misfit Rachel (Katie Holmes).",9.378688,5.5,104,84.0,"Mystery,Horror,Science Fiction","suicide,sex,island,nightmare,chase,police,insanity,high school,control,mind control,murder,teacher,student,brainwashing,teenager,rage,behavior","Australia,United States of America",82.0
2582,97367,The Place Beyond the Pines,Derek Cianfrance,"Ryan Gosling,Bradley Cooper,Eva Mendes,Dane DeHaan,Emory Cohen,Rose Byrne,Mahershala Ali,Bruce Greenwood,Harris Yulin,Ben Mendelsohn,Ray Liotta,Robert Clohessy,Gabe Fazio,Olga Merediz,Kayla Smalls,Greta Seacat,Luca Pierucci,Craig Van Hook,Brian Smyj,Michael Cullen,Ephraim Benton,Alex Pulling,Dante Shafer,Leah Bliven,Whitney Hudson,Breanna Dolen,Dorothy Rutherford,Anthony Pizza,Travis Jackson Campbell,Trevor Jackson Campbell,Jennifer Sober,Frank J. Falvo,Hugh T. Farley","A motorcycle stunt rider considers committing a crime in order to provide for his wife and child, an act that puts him on a collision course with a cop-turned-politician.",35.395129,6.8,1653,140.0,"Drama,Crime","corruption,father son relationship,carnival,mechanic,motorcycle,bank robbery",United States of America,97.0
2583,254904,The November Man,Roger Donaldson,"Pierce Brosnan,Luke Bracey,Olga Kurylenko,Bill Smitrovich,Amila Terzimehic,Lazar Ristovski,Mediha Musliovic,Eliza Taylor,Caterina Scorsone,Akie Kotabe,Will Patton,Patrick Kennedy,Dragan Marinković,Ben Willens,Miloš Timotijević,Dragan Dvojakovic,Tara Jevrosimovic,Nina Mrdja,Greg De Cuir,Steve Shapiro,Ben Dimmock,Justin Chapman,Chad Z. King,Marija Dakić,Petar Bencina,Milutin Milošević,Нина Јанковић,Jadranka Bugarski,Miodrag Stojanovic,Nina Lazarevic,Tijana Plemic,Nebojsa Djordjevic,Marko Marković,Ilija Labalo,Mark Mottram,Yulia Martynyuk,Dragana Atlija,Radoje Jelic",An ex- CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,45.317278,6.0,639,108.0,"Crime,Action,Thriller","cia,retired,agent","United Kingdom,United States of America",98.0
2584,18681,Eye of the Beholder,Stephan Elliott,"Ewan McGregor,Ashley Judd,Patrick Bergin,k.d. lang,Geneviève Bujold,Jason Priestley,Kaitlin Brown,Anne-Marie Brown,David Nerman,Steven McCarthy,Vlasta Vrána,Una Kay,Janine Theriault,Don Jordan,Michelle Sweeney,Garth Gilker,Michel Perron,Louis Negin,Gayle Garfinkle,Howard Bilerman,Leonard Farlinger,Vera Miller,Nadia Rona,Al Vandecruys,Russell Yuen","A reclusive surveillance expert is hired to spy on a mysterious blackmailer, who just may be a serial killer.",4.302941,5.3,42,109.0,"Drama,Mystery,Thriller","beautiful woman,serial killer,secret service,blindness","Australia,Canada,United Kingdom",83.0
2585,12162,The Hurt Locker,Kathryn Bigelow,"Jeremy Renner,Anthony Mackie,Brian Geraghty,Guy Pearce,Ralph Fiennes,David Morse,Evangeline Lilly,Christopher Sayegh,Christian Camargo,Suhail Aldabbach,David Gueriera","Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.",47.006162,7.2,1840,131.0,"Drama,Thriller,War","sniper,explosive,loyalty,u.s. army,iraq,car bomb,suspense,tension,iraq war,desert,bomb squad,body armor,woman director,army sergeant",United States of America,92.0
2586,11495,Firestarter,Mark L. Lester,"David Keith,Drew Barrymore,Freddie Jones,Heather Locklear,Martin Sheen,George C. Scott,Art Carney,Louise Fletcher,Moses Gunn,Antonio Fargas,Drew Snyder,Curtis Credel,Keith Colbert,Dick Warlock,Jeff Ramsey","As youths, Andy McGee (David Keith) and his future wife, Vicky (Heather Locklear), participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie (Drew Barrymore), begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""The Shop.""",11.379652,5.9,173,114.0,"Fantasy,Drama,Horror,Action,Thriller","fire,telepathy,intelligence,college",United States of America,68.0
2587,64689,Killing Them Softly,Andrew Dominik,"Brad Pitt,Scoot McNairy,Ben Mendelsohn,James Gandolfini,Ray Liotta,Richard Jenkins,Vincent Curatola,Sam Shepard,Slaine,Max Casella,Trevor Long,Linara Washington,Ross Brodar,Wade Allen,Christopher Berry,Kenneth Brown Jr.,Mustafa Harris,John McConnell,Dared Wright,Joe Chrest","Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",24.612603,5.8,742,97.0,"Crime,Thriller","poker,gambling,robbery,based on novel,hitman,economy,murder,blood,hit,mobster,gangster,criminal",United States of America,96.0
2588,157849,A Most Wanted Man,Anton Corbijn,"Philip Seymour Hoffman,Rachel McAdams,Robin Wright,Daniel Brühl,Willem Dafoe,Grigoriy Dobrygin,Nina Hoss,Martin Wuttke,Kostja Ullmann,Rainer Bock,Vicky Krieps,Homayoun Ershadi,Mehdi Dehbi,Neil Malik Abdullah,Franz Hartwig,Vedat Erincin,Derya Alabora,Tamer Yigit,René Lay,Herbert Grönemeyer,Georg Ebinal,Bernhard Schütz,Jessica Joffe,Imke Büchel,Ursina Lardi,Uwe Dag Berlin,Corinna Kropiunig,Max Volkert Martens","When a half-Chechen, half-Russian, tortured half-to-death immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?",26.708193,6.5,541,121.0,Thriller,"terror,muslim,intelligence,immigrant,torture,surveillance,security","United Kingdom,United States of America,Germany",98.0
2589,13166,Freddy Got Fingered,Tom Green,"Tom Green,Rip Torn,Marisa Coughlan,Eddie Kaye Thomas,Harland Williams,Anthony Michael Hall,Julie Hagerty,Jackson Davies,Connor Widdows,John R. Taylor,Bob Osborne,Fiona Hogan,George Gordon,Ron Selmour,Drew Barrymore,David Neale,Scott Heindl,Wendy Chmelauskas,R. Nelson Brown,Lorena Gale,Simon Longmore,Giacomo Baessato,Eric Keenleyside,Shaquille O'Neal,Rick Tae,Noel Fisher,Irene Karas,Ted Friend,Balinder Johal,Kamaljeet Kler,Ralph Wagner,Mike Bullard,Ralph Alderman,Chris Carver,Michele Cummins,Joe Flaherty,Stephen E. Miller,John Rigg,Jorge Rodriguez,Cliff Solomon,Stephen Tobolowsky,Henry O. Watson,Tom Hallick,Darren Moore,Allan Gray","An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",8.710294,4.6,115,87.0,Comedy,"wheelchair,slacker,sausage",United States of America,85.0
2590,15511,VeggieTales: The Pirates Who Don't Do Anything,Mike Nawrocki,"Phil Vischer,Mike Nawrocki,Cam Clarke,Laura Gerow,Yuri Lowenthal,Alan Lee,Cydney Trent,Keri Pisapia,Megan Murphy,Sondra Morton Chaffin,Jim Poole,Tim Hodge,Drake Lyle,Ally Nawrocki,Patrick Kramer","Set Sail For Adventure! A boatload of beloved VeggieTales pals embark on a fun and fresh pirate adventure with their trademark humor and silly songs in The Pirates Who Don't Do Anything - A VeggieTales Movie! Larry the Cucumber, Mr. Lunt and Pa Grape find themselves on the ride of their lives when they are mysteriously whisked back to the time when pirates ruled the high seas.",1.800119,5.9,25,85.0,"Adventure,Animation,Comedy,Science Fiction,Family","brother brother relationship,hostage,vegetable,children,pirate,king,waiter,aftercreditsstinger,duringcreditsstinger",United States of America,92.0
2591,37003,U2 3D,"Mark Pellington,Catherine Owens","Bono,The Edge,Adam Clayton, Larry Mullen Jr.","A 3-D presentation of U2's global ""Vertigo"" tour. Shot at seven different shows, this production employs the greatest number of 3-D cameras ever used for a single project.",0.335195,6.7,10,85.0,"Music,Documentary",,United States of America,91.0
2592,12211,Highlander: Endgame,Douglas Aarniokoski,"Christopher Lambert,Bruce Payne,Adrian Paul,Donnie Yen,Lisa Barbuscia,Beatie Edney","Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",11.782725,4.4,104,87.0,"Action,Fantasy,Science Fiction","loss of lover,antiquary,loss of powers,death of a friend,immortality",United States of America,84.0
2593,13816,Idlewild,Bryan Barber,"André Benjamin,Paula Patton,Terrence Howard,Faizon Love,Malinda Williams,Cicely Tyson,Macy Gray,Ben Vereen,Paula Jai Parker,Bobb'e J. Thompson,Patti LaBelle,Ving Rhames,Jackie Long,Oscar Dillon,Jalil Jay Lynch,Esau McGraw,Bruce Bruce,Bre'Wan Waddell,Carol Mitchell-leon,China Anderson,Isis Faust,Kyra Freeman,Kabrina Truesdale,Rodney Johnson,Big Boi","A musical set in the Prohibition-era American South, where a speakeasy performer and club manager Rooster must contend with gangsters who have their eyes on the club while his piano player and partner Percival must choose between his love, Angel or his obligations to his father.",2.711955,5.1,17,121.0,"Crime,Drama,Music","mortician,tied to chair,song and dance,piano lesson,fisticuffs,talking to the dead,close-up",United States of America,90.0
2594,51828,One Day,Lone Scherfig,"Anne Hathaway,Jim Sturgess,Patricia Clarkson,Ken Stott,Romola Garai,Rafe Spall,Jodie Whittaker,Tom Mison,Toby Regbo,Matthew Beard,Georgia King,Heida Reed,Matt Berry,Joséphine de la Baume,Amanda Fairbank-Hynes,Tom Arnold,Diana Kent,James Laurenson,Sébastien Dupuis,Lorna Gayle,Emilia Jones,Eden Mengelgrein,Kayla Mengelgrein,Clara Paget,Tim Key,Gil Alma,David Ajala,Georgia King,Ukweli Roach,Phoebe Fox,Joanna Ampil","A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",16.629173,7.0,978,107.0,"Drama,Romance","based on novel,comedian,job,love,male female relationship,author,writer,divorce,best friends in love,woman director,missed opportunity","United Kingdom,United States of America",95.0
2595,22798,Whip It,Drew Barrymore,"Ellen Page,Alia Shawkat,Kristen Wiig,Drew Barrymore,Shannon Eagen,Landon Pigg,Zoë Bell,Juliette Lewis,Ari Graynor,Sarah Habel,Marcia Gay Harden,Jimmy Fallon,Andrew Wilson,Eve,Daniel Stern,Har Mar Superstar,Carlo Alban,Wallace Bridges,John Lepard,Austin Bickel","In Bodeen, Texas, Land Of The Dragon, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",20.05902,6.7,357,111.0,Drama,"sport,roller derby,duringcreditsstinger,woman director",United States of America,93.0
2596,7501,Knockaround Guys,"Brian Koppelman,David Levien","Barry Pepper,Andy Davoli,Seth Green,Vin Diesel,John Malkovich,Arthur J. Nascarella,Nicholas Pasco,Shawn Doyle,Kevin Gage,Dennis Hopper,Andrew Francis,John Liddle,Kris Lemche,Dov Tiefenbach,Tom Noonan,Catherine Fitch,Ceciley Jenkins,Jennifer Baxter,Josh Mostel,Mike Starr,Allan Havey,Bruce McFee,Boyd Banks,Angela White,Joe Pingue,Michael A. Miranda,Tony Nappo,George Buza,Catherine Burdon,Frank Pellegrino,Lawrence Bender,Marty Antonini",Four sons of well-known New York mobsters must retrieve a bag of cash from a small Montana town ruled by a corrupt sheriff.,8.113634,5.9,97,92.0,"Crime,Thriller","montana,sheriff,pile of dead bodies,money,mobster",United States of America,85.0
2597,10743,Confidence,James Foley,"Edward Burns,Rachel Weisz,Morris Chestnut,Dustin Hoffman,Andy García,Robert Forster,Leland Orser,Louis Lombardi,Paul Giamatti,Brian Van Holt,Donal Logue,Luis Guzmán,April O'Brien,Jay Giannone,Tom Lister Jr.,Melissa Lawner,Nicole Marie Lenz,Elle Alexander,Abdoulaye N'Gom,Michelle Ruben,Tamie Sheffield","What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.",9.87419,6.4,126,97.0,"Action,Comedy,Thriller,Crime","grifter,con,big con,con game,premarital sex","Canada,Germany,United States of America",87.0
2598,37718,The Muse,Albert Brooks,"Albert Brooks,Sharon Stone,Andie MacDowell,Jeff Bridges,Cybill Shepherd,Jennifer Tilly,Monica Mikala,Jamie Alexis,Catherine MacNeal,Mark Feuerstein,Bradley Whitford,Stacey Travis,Lorenzo Lamas","What happens when a screenwriter (Brooks) loses his edge, he turns to anyone he can for help... even if it's the mythical ""Zeus's Daughter"" (Stone). And he's willing to pay, albeit reluctantly, whatever price it takes to satisfy this goddess, especially when her advice gets him going again on a sure-fire script. However, this is not the limit of her help, she also gets the writer's wife (MacDowell) going on her own bakery enterprise, much to the chagrin of Brooks, who has already had to make many personal sacrifices for his own help.",2.857936,5.3,31,97.0,"Fantasy,Comedy","screenwriter,muse",United States of America,83.0
